ID,Beta,Rho,Aniso_X,Aniso_Y,Aniso_Z,Area_Inner,Area_Outer,Total_Area,Volume,SA_Vol_Ratio,Porosity,Pore_Size
9191,40.9517,0.3661,83.83,41.41,48.23,10.8731,1.9628,12.8359,0.284,45.2029,0.6402,0.0146
9192,20.6924,0.5969,68.44,86.87,67.97,5.5519,2.8974,8.4493,0.4763,17.7402,0.3965,0.1872
9193,23.4913,0.6903,70.74,32.14,64.73,5.8113,3.3291,9.1404,0.5429,16.8362,0.3124,0.1606
9194,41.3025,0.4509,54.05,56.84,11.4,11.5824,2.3863,13.9687,0.3478,40.1656,0.5593,0.0943
9195,32.1124,0.4894,51.3,53.8,73.85,9.0392,2.4856,11.5248,0.3878,29.7218,0.5087,0.1279
9196,23.754,0.3031,71.86,19.27,33.41,5.6648,1.5334,7.1982,0.2302,31.2755,0.7081,0.0219
9197,17.1775,0.6662,19.91,36.23,78.4,4.3767,3.1331,7.5098,0.5253,14.2952,0.3344,0.2234
9198,24.4609,0.5703,18.19,79.43,52.05,6.6814,2.8808,9.5622,0.4419,21.6387,0.4399,0.1668
9199,30.7097,0.5279,64.09,32.21,10.99,8.6242,2.8039,11.4282,0.4122,27.7223,0.4776,0.127
9200,35.4409,0.6306,46.99,24.01,26.65,9.505,3.188,12.693,0.4951,25.6366,0.3726,0.112
9201,41.2219,0.475,40.98,20.44,88.54,11.4833,2.398,13.8814,0.3723,37.2837,0.5283,0.1001
9202,18.1492,0.4084,62.32,83.26,46.58,4.8714,2.0851,6.9565,0.3112,22.3549,0.6054,0.0168
9203,30.1631,0.6727,46.14,43.51,73.76,7.5134,3.3358,10.8492,0.5331,20.3507,0.3246,0.1454
9204,16.2983,0.5263,80.16,64.21,26.56,4.6368,2.3052,6.942,0.3724,18.6427,0.5283,0.2473
9205,30.5663,0.4468,63.25,75.43,33.96,8.4484,2.2285,10.6769,0.3441,31.0261,0.564,0.1354
9206,32.938,0.5416,74.17,18.34,76.41,9.1418,2.7353,11.8772,0.4284,27.7258,0.4572,0.1257
9207,40.6316,0.536,4.13,70.42,23.07,11.4265,2.7173,14.1438,0.4145,34.1201,0.4746,0.1182
9208,20.5202,0.4037,0.44,6.0,1.43,5.6308,1.9244,7.5551,0.2864,26.3811,0.6371,0.0232
9209,21.0363,0.5642,2.92,74.62,81.6,5.7721,3.0526,8.8246,0.4358,20.2497,0.4478,0.2083
9210,19.018,0.3811,62.98,83.51,37.78,5.0323,1.9449,6.9773,0.2863,24.3673,0.637,0.0155
9211,44.5134,0.5435,89.21,85.05,60.93,12.5217,2.7673,15.289,0.4264,35.8601,0.4598,0.0972
9212,18.1654,0.4717,3.15,8.17,42.49,5.0517,2.4787,7.5304,0.354,21.2706,0.5513,0.2229
9213,46.2265,0.5489,1.29,7.46,58.36,13.0224,2.8799,15.9022,0.4273,37.2183,0.4585,0.0846
9214,42.2688,0.632,7.2,56.96,81.72,11.2253,3.2489,14.4742,0.4965,29.1526,0.3709,0.091
9215,28.6334,0.3584,86.84,62.33,48.04,7.4759,1.9272,9.4031,0.2786,33.7557,0.647,0.016
9216,18.3664,0.4166,64.83,53.92,11.51,5.0414,2.1946,7.236,0.3157,22.9201,0.5999,0.019
9217,17.4526,0.4369,87.32,19.14,65.76,4.7426,2.2333,6.9759,0.338,20.6405,0.5717,0.0194
9218,26.7181,0.4998,55.21,83.92,10.93,7.4308,2.3469,9.7777,0.3906,25.0307,0.5051,0.1516
9219,34.9701,0.3286,41.95,69.44,32.9,8.7489,1.7497,10.4986,0.25,41.9861,0.6831,0.0156
9220,31.832,0.6375,24.55,72.09,43.45,8.2995,3.1502,11.4497,0.5064,22.6089,0.3582,0.1218
9221,19.6189,0.4183,7.5,11.13,14.77,5.2448,2.3116,7.5564,0.3309,22.8349,0.5805,0.0239
9222,33.0746,0.6732,88.68,64.91,14.57,8.311,3.3043,11.6153,0.533,21.7906,0.3245,0.1128
9223,46.0054,0.3043,33.16,42.95,42.27,11.3291,1.6673,12.9964,0.2337,55.6194,0.7039,0.0146
9224,20.674,0.353,4.8,39.04,65.48,5.4797,2.0445,7.5242,0.2911,25.8477,0.631,0.0233
9225,38.6237,0.3641,1.66,62.29,30.76,10.3827,1.8169,12.1996,0.2929,41.6464,0.6284,0.021
9226,36.7086,0.6225,84.07,12.6,66.65,9.7602,3.1378,12.898,0.4911,26.2656,0.3778,0.0999
9227,19.312,0.6486,68.5,24.51,14.38,4.9201,3.1859,8.106,0.5185,15.6337,0.3431,0.1972
9228,38.6589,0.4089,76.08,29.13,50.07,10.5561,2.0419,12.5981,0.322,39.1227,0.5918,0.0155
9229,20.8194,0.6618,18.01,83.42,40.89,5.2467,3.2047,8.4514,0.5188,16.2888,0.3429,0.1839
9230,36.2379,0.3356,8.82,35.08,43.29,9.4147,1.7983,11.213,0.2675,41.9172,0.6607,0.0169
9231,38.5459,0.4145,44.6,54.54,5.16,10.7117,1.9731,12.6849,0.3194,39.712,0.5951,0.0159
9232,16.8561,0.4841,4.32,1.26,83.82,4.4379,2.1334,6.5713,0.3581,18.3521,0.5442,0.2398
9233,38.5511,0.6489,22.29,18.8,26.64,9.8657,3.1474,13.0131,0.5233,24.8696,0.337,0.1054
9234,16.8081,0.3772,89.77,32.36,72.45,4.3662,1.759,6.1252,0.29,21.1194,0.6323,0.0176
9235,26.4997,0.5276,73.8,34.75,55.74,7.4255,2.5722,9.9978,0.4194,23.8366,0.4685,0.1628
9236,31.1069,0.6917,35.2,66.59,76.43,7.5592,3.5411,11.1003,0.5528,20.08,0.2994,0.1214
9237,40.1261,0.6375,1.08,67.36,46.44,10.808,3.0444,13.8525,0.4906,28.2331,0.3783,0.0959
9238,20.2193,0.435,25.03,58.03,10.09,5.5268,2.015,7.5418,0.3286,22.9501,0.5834,0.02
9239,40.3656,0.5955,53.48,68.52,35.05,11.0568,3.0183,14.0751,0.4665,30.1738,0.409,0.1039
9240,16.4348,0.5269,25.35,17.3,34.65,4.6756,2.5114,7.1869,0.4071,17.655,0.484,0.2307
9241,46.3074,0.4372,19.41,39.92,27.73,12.8656,2.3447,15.2103,0.3389,44.879,0.5705,0.0921
9242,29.6792,0.3688,49.91,34.74,73.96,7.8527,1.9523,9.805,0.288,34.0498,0.6349,0.0157
9243,34.9918,0.4565,2.45,47.98,55.33,9.8218,2.5224,12.3443,0.3656,33.7688,0.5367,0.1182
9244,34.5292,0.5014,33.95,52.33,42.84,9.6848,2.5063,12.191,0.3937,30.9689,0.5013,0.1215
9245,44.6395,0.6066,45.61,89.17,11.24,12.1425,3.0302,15.1728,0.4776,31.7698,0.3949,0.0862
9246,25.5122,0.6982,43.04,62.57,39.98,6.2917,3.4151,9.7068,0.549,17.6797,0.3044,0.1598
9247,34.8774,0.5046,13.23,13.13,45.78,9.856,2.6339,12.49,0.3993,31.2823,0.4942,0.1173
9248,17.7694,0.685,88.24,24.36,36.47,4.4615,3.3106,7.7721,0.5275,14.7343,0.3316,0.2224
9249,24.9946,0.5424,32.97,51.66,51.52,6.8877,2.6697,9.5573,0.4334,22.0543,0.4508,0.1729
9250,24.5804,0.3623,29.35,54.94,13.53,6.4618,1.8259,8.2876,0.2761,30.0176,0.6499,0.0173
9251,46.6534,0.6341,21.0,51.48,13.06,12.3466,3.265,15.6116,0.5075,30.7601,0.3567,0.0906
9252,29.0258,0.6229,0.53,45.4,80.25,7.8321,2.9464,10.7785,0.4835,22.2904,0.3872,0.14
9253,37.6201,0.5835,75.53,48.9,36.3,10.3402,2.9733,13.3136,0.4567,29.1502,0.4213,0.0944
9254,37.5355,0.379,79.21,0.83,62.89,9.8784,1.9203,11.7986,0.2794,42.2229,0.6458,0.015
9255,31.7911,0.6011,33.09,39.18,13.08,8.7159,3.0012,11.7171,0.4717,24.8403,0.4023,0.1322
9256,16.3668,0.4548,78.12,74.23,60.1,4.4706,2.0756,6.5462,0.3108,21.0618,0.606,0.0227
9257,31.5064,0.4431,3.98,0.13,37.46,8.6388,2.3295,10.9684,0.3487,31.4571,0.5581,0.1301
9258,41.6157,0.4925,20.47,5.47,66.62,11.6772,2.5506,14.2278,0.3843,37.0209,0.513,0.0942
9259,45.6996,0.5584,53.47,22.59,39.94,12.7178,2.916,15.6338,0.4382,35.6814,0.4447,0.0872
9260,16.8501,0.313,8.77,48.93,82.66,4.27,1.4928,5.7627,0.2516,22.9046,0.6806,0.0189
9261,18.4128,0.3879,9.51,3.79,51.52,4.7934,2.043,6.8364,0.3013,22.6912,0.6183,0.0217
9262,37.9636,0.6692,14.55,53.0,67.79,nan,nan,nan,nan,nan,nan,nan
9263,35.0396,0.3467,2.31,80.96,71.0,9.2145,1.9491,11.1636,0.285,39.1709,0.6387,0.0196
9264,45.1692,0.3613,69.57,73.52,61.03,11.8475,1.8554,13.7029,0.276,49.6469,0.6501,0.0146
9265,44.2881,0.5568,18.86,65.07,46.1,12.3295,2.8724,15.2019,0.4417,34.4201,0.4405,0.0938
9266,23.4331,0.5965,14.5,60.52,52.95,6.3415,3.032,9.3736,0.4747,19.7448,0.3985,0.1717
9267,31.7216,0.3616,66.09,65.67,12.1,8.2681,1.7565,10.0246,0.2751,36.4413,0.6514,0.0151
9268,21.8663,0.4269,51.06,15.97,32.88,6.0347,2.0104,8.045,0.3276,24.5567,0.5848,0.0182
9269,31.379,0.5767,61.38,57.02,84.39,8.6636,2.9118,11.5754,0.455,25.4404,0.4235,0.1279
9270,38.1503,0.6077,22.9,54.99,27.05,10.3358,3.0185,13.3542,0.485,27.5344,0.3855,0.1055
9271,41.2024,0.6429,26.54,65.16,81.36,10.8264,3.2863,14.1127,0.513,27.5116,0.3501,0.1039
9272,20.3278,0.6648,12.54,44.54,13.76,5.2791,3.2588,8.5379,0.5208,16.3948,0.3404,0.206
9273,38.5903,0.6187,25.37,36.47,54.47,10.338,3.0541,13.3921,0.4907,27.2899,0.3781,0.1047
9274,40.6783,0.5592,89.23,84.27,57.37,11.3604,2.8925,14.2529,0.4408,32.3375,0.4415,0.1
9275,16.0447,0.5713,10.26,12.14,64.11,4.3567,2.6728,7.0296,0.4217,16.6704,0.4644,0.2153
9276,23.0494,0.6536,55.04,3.37,54.82,5.9652,3.2212,9.1864,0.5222,17.5912,0.3384,0.1817
9277,40.2769,0.6461,86.4,24.33,5.56,10.5594,3.1542,13.7136,0.5058,27.112,0.359,0.0967
9278,42.5374,0.3872,23.4,32.99,67.93,11.5089,2.1193,13.6282,0.3028,45.0039,0.6163,0.0152
9279,42.5344,0.517,35.17,84.36,89.62,11.9148,2.6417,14.5565,0.4028,36.1349,0.4895,0.0962
9280,43.4794,0.3403,60.12,24.35,84.42,11.2154,1.8884,13.1038,0.2677,48.951,0.6608,0.014
9281,41.0659,0.5792,38.01,2.0,29.05,11.1822,2.9277,14.1099,0.4633,30.4568,0.4131,0.1056
9282,17.2314,0.5806,16.86,28.18,44.73,4.6616,2.8649,7.5265,0.4541,16.5734,0.4243,0.2687
9283,18.8742,0.3871,52.96,29.27,2.52,4.9934,1.9444,6.9378,0.294,23.6005,0.6275,0.0177
9284,30.327,0.6127,21.4,17.99,79.23,8.0247,3.0253,11.05,0.488,22.6444,0.3817,0.1326
9285,34.3218,0.4724,51.85,28.36,18.66,9.7322,2.4784,12.2106,0.3688,33.1085,0.5326,0.1284
9286,29.2915,0.5251,73.19,55.6,27.96,8.2718,2.7123,10.9842,0.407,26.9861,0.4843,0.127
9287,38.4783,0.6115,14.11,30.07,12.21,10.3348,3.0601,13.3949,0.4898,27.3451,0.3792,0.1127
9288,33.2377,0.6622,63.45,13.08,47.7,8.5676,3.2546,11.8222,0.5156,22.931,0.3467,0.1221
9289,40.6748,0.6846,65.09,65.78,81.79,10.2205,3.4302,13.6507,0.5383,25.3605,0.3181,0.0997
9290,43.1977,0.4495,16.84,13.77,50.03,12.0145,2.3599,14.3744,0.3477,41.3419,0.5594,0.1039
9291,29.7657,0.5571,85.17,87.57,23.66,8.262,2.9054,11.1674,0.4355,25.6437,0.4482,0.1276
9292,16.9128,0.3645,52.13,18.68,69.3,4.3629,1.8527,6.2156,0.2689,23.1174,0.6595,0.0181
9293,35.4553,0.3474,2.66,78.88,23.82,9.4919,1.9958,11.4877,0.2875,39.9573,0.6357,0.0206
9294,20.5508,0.4405,18.8,77.03,45.8,5.6036,2.1397,7.7433,0.3438,22.5253,0.5645,0.0199
9295,24.6126,0.5376,20.62,62.0,25.92,6.9091,2.6741,9.5831,0.4245,22.5745,0.462,0.1808
9296,28.3491,0.5997,87.53,60.51,28.32,7.6978,3.0192,10.717,0.4637,23.11,0.4125,0.135
9297,21.2605,0.4332,17.41,6.26,25.82,5.8505,1.8354,7.6859,0.3211,23.934,0.593,0.0202
9298,20.3957,0.6157,89.12,84.15,79.52,5.5354,2.9885,8.5239,0.48,17.7597,0.3917,0.2166
9299,23.4143,0.5797,12.25,38.88,81.18,6.3269,3.0215,9.3484,0.4587,20.381,0.4186,0.1725
9300,24.6792,0.4664,33.91,9.35,61.65,6.7968,2.3403,9.1371,0.3648,25.0467,0.5377,0.1558
9301,17.7901,0.4304,80.69,39.48,52.76,4.991,2.2616,7.2526,0.3256,22.2769,0.5873,0.0197
9302,16.9284,0.6259,85.42,44.3,62.39,4.6842,3.2056,7.8898,0.4679,16.8614,0.4069,0.2328
9303,22.3401,0.6885,12.29,48.94,84.56,5.6164,3.3873,9.0037,0.5326,16.9037,0.325,0.1855
9304,44.4199,0.5836,14.02,25.01,11.76,12.2887,3.0151,15.3039,0.4618,33.1368,0.4149,0.0933
9305,20.6809,0.3702,75.81,31.36,13.85,5.3427,1.6715,7.0142,0.2752,25.4861,0.6511,0.0179
9306,45.7664,0.3313,56.8,66.1,67.72,11.66,1.627,13.287,0.2548,52.1458,0.6772,0.0157
9307,23.5571,0.5943,30.07,5.01,19.62,6.41,3.031,9.4411,0.4797,19.6825,0.3923,0.1757
9308,36.5106,0.4873,25.35,53.97,70.72,10.2755,2.5518,12.8273,0.3831,33.4867,0.5143,0.1109
9309,45.7113,0.5797,0.43,29.41,27.54,12.8062,3.1332,15.9394,0.4555,34.995,0.4229,0.1003
9310,29.8409,0.441,38.77,46.24,41.36,8.3318,2.2182,10.55,0.3413,30.9089,0.5674,0.1329
9311,45.4767,0.6636,12.29,74.5,41.06,11.563,3.3399,14.9029,0.5304,28.0982,0.3279,0.0939
9312,32.9863,0.4284,64.85,23.46,20.68,9.0952,2.2342,11.3294,0.3335,33.9745,0.5773,0.016
9313,20.6765,0.423,62.64,12.27,78.44,5.6429,1.9682,7.6111,0.324,23.492,0.5894,0.0175
9314,27.8164,0.4934,86.44,27.8,43.25,7.7714,2.2698,10.0412,0.3784,26.535,0.5205,0.1379
9315,19.3442,0.6527,72.61,26.25,64.54,5.0895,3.1493,8.2388,0.5074,16.2368,0.3573,0.2004
9316,22.0981,0.5025,32.2,15.68,36.83,6.2691,2.4547,8.7238,0.3949,22.0918,0.4996,0.1625
9317,19.1105,0.3692,54.16,32.85,55.12,5.0885,1.906,6.9945,0.2879,24.2965,0.635,0.017
9318,38.5274,0.5031,50.46,88.51,49.08,10.8496,2.5688,13.4184,0.396,33.8813,0.4983,0.1114
9319,29.6287,0.4278,49.89,58.58,87.24,8.2057,2.1837,10.3894,0.3278,31.6934,0.5846,0.0176
9320,35.2173,0.3551,0.77,42.01,9.33,9.3491,1.8823,11.2313,0.273,41.1374,0.6537,0.0224
9321,39.3858,0.6459,67.08,56.1,1.04,10.3903,3.1878,13.5781,0.5085,26.704,0.3558,0.1098
9322,45.5424,0.5917,69.57,6.99,10.91,12.3893,3.0293,15.4186,0.4706,32.7671,0.4037,0.0892
9323,24.9344,0.6642,3.01,26.73,29.13,6.4784,3.0565,9.5349,0.5191,18.3696,0.3424,0.1658
9324,20.2116,0.6449,71.04,11.49,33.5,5.2094,3.1505,8.3599,0.5108,16.3669,0.3527,0.2161
9325,20.8932,0.517,65.92,84.85,23.49,5.8806,2.4561,8.3367,0.4012,20.7788,0.4915,0.2063
9326,20.1336,0.346,11.47,45.27,85.34,5.2188,1.8983,7.1172,0.2744,25.9374,0.6523,0.0185
9327,37.942,0.352,18.8,51.58,40.92,9.9146,1.8217,11.7363,0.2698,43.4931,0.6581,0.016
9328,23.2042,0.4978,33.59,18.37,51.45,6.5084,2.4827,8.9911,0.3921,22.9317,0.5033,0.1854
9329,29.0706,0.4447,32.61,80.2,23.23,8.0237,2.2118,10.2355,0.337,30.3709,0.5729,0.1373
9330,18.6038,0.4296,69.93,76.64,57.68,5.1124,2.1519,7.2644,0.3148,23.0739,0.6011,0.0191
9331,22.5536,0.6374,73.27,32.39,5.11,6.0663,3.2455,9.3118,0.4994,18.6472,0.3671,0.1854
9332,16.2901,0.5514,55.38,58.91,15.3,4.4792,2.5986,7.0778,0.4167,16.9855,0.4718,0.2675
9333,33.8008,0.308,49.02,58.99,23.99,8.3241,1.6327,9.9569,0.2365,42.1017,0.7002,0.0144
9334,29.8942,0.6907,79.56,71.34,11.69,7.311,3.5251,10.8362,0.5459,19.8503,0.3081,0.1369
9335,20.7272,0.4632,30.33,8.92,0.28,5.7375,1.9283,7.6658,0.3423,22.3963,0.5661,0.2318
9336,33.4287,0.3281,9.64,2.6,46.37,8.1239,1.2778,9.4017,0.2328,40.3915,0.705,0.0187
9337,28.3573,0.6844,89.14,64.53,47.84,7.0697,3.3356,10.4053,0.5335,19.5033,0.3242,0.1432
9338,19.9063,0.5987,2.34,22.11,24.19,5.444,3.0654,8.5094,0.4642,18.3296,0.4116,0.2325
9339,34.7837,0.4267,73.16,40.51,26.01,9.6657,2.1592,11.8249,0.3307,35.7593,0.5809,0.0164
9340,40.8281,0.4153,31.7,9.44,74.67,11.154,2.2078,13.3618,0.3239,41.2525,0.5896,0.1052
9341,44.3099,0.4531,33.66,14.16,48.23,12.2933,2.3919,14.6851,0.3541,41.4742,0.5514,0.0893
9342,25.6502,0.5696,55.15,59.12,11.22,6.9934,2.7502,9.7436,0.4533,21.4933,0.4255,0.1465
9343,39.3768,0.391,0.91,48.59,75.45,10.722,1.8226,12.5447,0.3067,40.9012,0.6112,0.1083
9344,22.0385,0.4756,27.03,68.92,18.11,6.1183,2.321,8.4393,0.3548,23.7891,0.5505,0.1852
9345,40.5323,0.5546,71.98,32.67,83.21,11.3,2.8194,14.1194,0.4322,32.6693,0.4523,0.1
9346,20.3034,0.5352,27.73,77.77,47.88,5.6454,2.6558,8.3011,0.4201,19.7609,0.4677,0.1908
9347,20.8482,0.6195,5.93,48.39,47.83,5.574,3.2622,8.8361,0.4795,18.4286,0.3923,0.1909
9348,44.6181,0.6813,78.67,4.87,84.86,11.0512,3.4193,14.4705,0.5431,26.6437,0.3119,0.0859
9349,33.1267,0.3524,85.73,20.12,8.04,8.5514,1.6988,10.2501,0.2657,38.579,0.6633,0.0158
9350,41.5225,0.5938,82.11,84.18,17.04,11.3042,3.0827,14.3869,0.4693,30.653,0.4053,0.0952
9351,32.0776,0.525,6.41,56.51,61.53,8.9381,2.6669,11.605,0.4074,28.4847,0.4837,0.1256
9352,23.4895,0.5658,65.88,70.61,16.96,6.5365,2.908,9.4445,0.4386,21.5346,0.4446,0.1473
9353,37.1648,0.6107,45.69,32.06,83.09,10.0552,3.0709,13.1261,0.4783,27.4406,0.3941,0.1035
9354,35.6104,0.664,78.88,40.0,72.68,9.0325,3.2887,12.3212,0.5229,23.5653,0.3374,0.111
9355,24.2754,0.3925,13.19,14.6,40.72,6.49,1.9852,8.4752,0.3133,27.0515,0.603,0.0201
9356,28.3077,0.3504,1.5,56.23,67.75,7.4057,1.6149,9.0206,0.2714,33.2423,0.6559,0.0197
9357,43.8291,0.6531,82.7,44.79,65.82,11.3138,3.3276,14.6414,0.5162,28.3647,0.346,0.0939
9358,39.5925,0.5506,65.58,76.19,6.84,11.0805,2.7116,13.7921,0.4315,31.9632,0.4532,0.1108
9359,18.9979,0.5299,74.23,88.54,49.27,5.2387,2.6423,7.881,0.4134,19.0637,0.476,0.1984
9360,22.6381,0.5298,72.79,48.29,75.05,6.2601,2.6306,8.8907,0.4194,21.2007,0.4687,0.1695
9361,24.6869,0.3618,67.59,12.85,75.02,6.3922,1.7769,8.1691,0.2808,29.0927,0.6441,0.0177
9362,44.7024,0.4789,62.24,80.64,86.97,12.6602,2.4264,15.0866,0.3753,40.199,0.5244,0.0975
9363,45.5335,0.6974,25.08,13.66,44.34,11.0263,3.5531,14.5794,0.5537,26.3332,0.2985,0.0854
9364,28.9622,0.3402,30.65,86.36,11.99,7.2438,1.6153,8.8592,0.2468,35.889,0.6871,0.0196
9365,42.1126,0.5351,5.33,88.95,39.3,11.7697,2.7922,14.5619,0.4154,35.0574,0.4738,0.0969
9366,42.096,0.3542,4.85,2.64,40.3,10.9716,1.8365,12.8081,0.2742,46.7092,0.6524,0.0204
9367,20.3298,0.5444,62.27,57.91,12.9,5.6564,2.5838,8.2402,0.4239,19.4384,0.4629,0.1977
9368,30.4128,0.6757,61.21,24.39,44.32,7.7164,3.3175,11.034,0.5278,20.9068,0.3314,0.1248
9369,30.175,0.5063,29.69,80.95,41.59,8.4682,2.5677,11.0359,0.3991,27.6489,0.4942,0.1335
9370,39.4186,0.6047,17.55,70.99,22.46,10.5873,3.0333,13.6206,0.4836,28.1637,0.387,0.1106
9371,21.0075,0.6628,9.17,40.0,88.7,5.4596,3.3276,8.7873,0.5044,17.4222,0.3609,0.1877
9372,28.6283,0.5184,82.68,84.47,78.27,8.0035,2.738,10.7415,0.405,26.5232,0.4869,0.159
9373,27.0119,0.6421,16.99,29.15,9.99,7.0828,3.0117,10.0944,0.5053,19.9778,0.3598,0.1537
9374,37.3922,0.3019,5.88,26.46,23.03,9.4387,1.5093,10.9481,0.2471,44.3128,0.6862,0.0191
9375,20.5431,0.6875,55.18,16.48,27.21,nan,nan,nan,nan,nan,nan,nan
9376,20.4506,0.3567,73.69,17.84,28.88,5.2246,1.6609,6.8855,0.2705,25.4562,0.657,0.0178
9377,23.368,0.4504,13.51,13.49,17.35,6.3328,2.1451,8.4779,0.3469,24.4356,0.5603,0.1687
9378,43.5045,0.6205,72.74,65.69,78.97,11.7043,3.189,14.8933,0.4906,30.3585,0.3784,0.099
9379,30.7881,0.3199,50.28,68.76,38.34,7.6858,1.6097,9.2955,0.2501,37.1651,0.6831,0.0152
9380,20.8834,0.486,14.11,69.39,15.72,5.7898,2.413,8.2029,0.3766,21.7791,0.5227,0.226
9381,22.6879,0.6476,77.04,10.48,59.02,5.8233,3.1288,8.9521,0.5118,17.4922,0.3517,0.1592
9382,23.6128,0.4338,50.36,67.45,66.83,6.5349,2.177,8.7119,0.3382,25.759,0.5715,0.0178
9383,45.9356,0.3258,62.3,54.11,16.2,11.6087,1.6666,13.2752,0.2465,53.8649,0.6878,0.0154
9384,27.3323,0.3087,16.09,51.47,49.85,6.7614,1.5525,8.3138,0.24,34.6468,0.6959,0.0169
9385,18.1615,0.4697,82.08,57.23,69.47,5.1362,2.4155,7.5517,0.3558,21.2234,0.5491,0.1961
9386,23.0812,0.3066,86.68,15.22,2.94,5.4274,1.531,6.9584,0.2228,31.2342,0.7175,0.0173
9387,46.787,0.5994,86.01,77.84,28.69,12.6393,3.0643,15.7036,0.4706,33.3701,0.4038,0.0883
9388,42.8644,0.6702,60.35,6.63,10.95,10.7465,3.3956,14.142,0.5352,26.4225,0.3219,0.0965
9389,45.1965,0.538,73.49,26.31,77.82,12.6603,2.7674,15.4277,0.4211,36.6372,0.4664,0.091
9390,26.4802,0.3489,76.94,4.72,49.45,6.7982,1.7236,8.5218,0.2597,32.8174,0.6709,0.0169
9391,27.2227,0.4921,47.29,32.5,54.53,7.6506,2.315,9.9656,0.3823,26.0678,0.5155,0.1509
9392,17.9617,0.6195,9.57,32.82,42.95,4.8,3.0882,7.8882,0.4693,16.808,0.4056,0.2517
9393,18.4738,0.5826,87.82,88.91,87.87,4.9852,2.9163,7.9015,0.4644,17.0148,0.4117,0.241
9394,31.2571,0.546,38.37,8.23,18.44,8.7657,2.7183,11.484,0.4381,26.2126,0.4448,0.1397
9395,25.5549,0.6097,36.35,58.05,75.81,6.92,2.9476,9.8676,0.4838,20.3946,0.3871,0.1565
9396,42.9922,0.6423,6.03,17.07,70.85,11.2881,3.3402,14.6283,0.5048,28.9811,0.3606,0.097
9397,18.0536,0.3609,89.22,83.11,66.4,4.6026,1.9425,6.545,0.2684,24.3834,0.6599,0.0187
9398,34.6542,0.5693,83.67,43.95,13.37,9.6423,2.8624,12.5047,0.4466,27.9999,0.4341,0.1116
9399,28.4975,0.522,84.24,88.56,48.38,7.9428,2.6481,10.591,0.4052,26.1395,0.4865,0.1332
9400,36.7627,0.6572,85.87,77.3,3.42,9.4262,3.5095,12.9357,0.5244,24.6683,0.3356,0.1071
9401,23.3465,0.6746,42.66,84.42,2.77,5.9453,3.5207,9.466,0.5276,17.9415,0.3313,0.1646
9402,19.0538,0.6155,78.18,47.08,28.71,5.17,3.1144,8.2845,0.4866,17.0237,0.3834,0.199
9403,34.7195,0.4537,15.13,89.7,43.94,9.6644,2.3218,11.9862,0.3527,33.9854,0.5529,0.1121
9404,22.5234,0.3758,65.0,86.43,37.85,5.898,1.824,7.7221,0.2775,27.8288,0.6483,0.018
9405,44.7098,0.3857,79.6,34.37,11.45,11.97,1.9495,13.9196,0.2946,47.2526,0.6268,0.0171
9406,26.7999,0.4788,27.37,21.3,21.51,7.4968,2.2453,9.7421,0.3721,26.1791,0.5283,0.1575
9407,41.9866,0.6726,6.82,83.94,8.3,10.6472,3.4259,14.0731,0.5294,26.5815,0.3292,0.104
9408,29.1518,0.4621,44.98,63.79,32.96,8.0702,2.326,10.3962,0.3541,29.3589,0.5512,0.1463
9409,30.6808,0.4839,36.56,18.31,71.12,8.4832,2.4911,10.9743,0.3782,29.0195,0.5207,0.1208
9410,15.8761,0.4456,4.92,89.26,36.09,4.2171,1.948,6.1651,0.3188,19.3398,0.596,0.0198
9411,37.6374,0.5613,51.84,51.58,66.95,10.4788,2.8026,13.2814,0.4428,29.9955,0.439,0.1094
9412,25.977,0.5684,50.52,5.02,35.37,7.209,2.847,10.056,0.4559,22.059,0.4224,0.1638
9413,36.819,0.6134,70.77,32.63,59.77,9.9035,3.0329,12.9364,0.4829,26.7883,0.388,0.1057
9414,16.5913,0.3265,29.06,68.27,80.06,4.1198,1.4265,5.5463,0.2405,23.058,0.695,0.0168
9415,33.4783,0.3692,49.42,24.87,16.53,8.7839,1.8983,10.6822,0.2806,38.0625,0.6445,0.0165
9416,34.5133,0.5577,68.15,70.23,20.38,9.6107,2.8293,12.4401,0.4374,28.4418,0.4457,0.1204
9417,22.8177,0.4966,62.65,86.61,11.17,6.4111,2.4723,8.8834,0.3808,23.3254,0.5173,0.1748
9418,36.4909,0.3571,47.06,20.61,53.36,9.6386,1.9537,11.5923,0.2826,41.0222,0.642,0.0158
9419,34.1708,0.5813,14.71,44.25,80.66,9.5413,2.8925,12.4339,0.4532,27.4379,0.4256,0.1205
9420,36.909,0.5862,30.76,64.4,3.82,10.0846,3.1598,13.2444,0.4652,28.4683,0.4108,0.1163
9421,32.3745,0.6661,36.83,12.42,81.71,8.235,3.3237,11.5588,0.521,22.1845,0.34,0.109
9422,39.8813,0.4642,63.71,72.75,17.89,11.1724,2.4217,13.5941,0.3623,37.5235,0.5409,0.1082
9423,40.6113,0.602,54.36,37.35,5.0,11.0926,3.0867,14.1792,0.4725,30.0117,0.4013,0.1096
9424,25.9174,0.5479,25.29,79.69,45.47,7.1248,2.7358,9.8607,0.4334,22.7531,0.4509,0.155
9425,29.585,0.654,47.31,8.47,51.23,7.549,3.2809,10.8299,0.5211,20.7841,0.3398,0.1341
9426,38.5957,0.519,9.42,15.59,6.68,10.8433,2.5569,13.4002,0.4067,32.9464,0.4847,0.1346
