ID,Beta,Rho,Aniso_X,Aniso_Y,Aniso_Z,Area_Inner,Area_Outer,Total_Area,Volume,SA_Vol_Ratio,Porosity,Pore_Size
678,23.4759,0.3075,64.68,58.09,7.98,5.6876,1.6516,7.3391,0.2303,31.8619,0.7079,0.0165
679,41.911,0.5005,30.33,15.41,0.83,11.8049,2.748,14.5529,0.3825,38.0512,0.5154,0.1106
680,31.5792,0.353,87.3,44.66,27.29,8.2319,1.8595,10.0915,0.2751,36.6765,0.6512,0.0151
681,33.9696,0.6317,33.56,40.79,19.31,9.0727,3.2203,12.293,0.4986,24.6538,0.3683,0.114
682,45.0528,0.4938,65.08,75.21,42.7,12.6979,2.5213,15.2192,0.3847,39.5612,0.5126,0.0887
683,35.1049,0.473,49.3,0.29,25.28,9.8012,2.3706,12.1718,0.3603,33.7813,0.5435,0.125
684,30.5569,0.6741,14.32,41.78,12.47,7.8559,3.4721,11.328,0.5337,21.2246,0.3235,0.1392
685,30.8428,0.587,44.02,68.81,41.13,8.5072,2.9523,11.4595,0.4589,24.9727,0.4186,0.1366
686,44.6671,0.3752,27.44,9.74,79.29,11.7723,1.9979,13.7701,0.2913,47.2711,0.6308,0.0162
687,30.1374,0.4627,60.67,3.0,84.96,8.4158,2.2943,10.71,0.3537,30.2809,0.5519,0.1365
688,24.6959,0.6054,39.81,75.33,26.38,6.6408,3.0409,9.6817,0.4808,20.1365,0.3906,0.1636
689,44.6729,0.3821,64.59,81.15,30.22,11.9073,1.986,13.8934,0.2943,47.2017,0.6271,0.0147
690,30.651,0.4312,6.44,87.63,44.7,8.3164,2.2696,10.5861,0.3328,31.8051,0.5781,0.1306
691,24.8572,0.6269,60.87,51.35,12.36,6.573,3.0761,9.6491,0.4994,19.3196,0.3673,0.1753
692,31.2056,0.4711,56.9,7.33,69.83,8.7329,2.3981,11.131,0.3731,29.8304,0.527,0.1317
693,24.4895,0.3977,19.73,1.61,63.71,6.4311,2.0051,8.4361,0.2944,28.6582,0.6269,0.0174
694,38.2506,0.6864,4.33,81.18,11.75,9.7621,3.268,13.0301,0.5274,24.7078,0.3317,0.1118
695,29.8015,0.3971,70.12,80.95,51.95,8.0949,2.1427,10.2376,0.3052,33.5456,0.6133,0.0169
696,30.6676,0.6554,66.91,28.14,18.1,7.9231,3.3282,11.2513,0.5142,21.8818,0.3484,0.1416
697,15.8652,0.6285,46.37,56.88,82.84,4.3581,2.8344,7.1925,0.4727,15.2169,0.4009,0.2524
698,37.1591,0.4826,43.45,45.53,1.74,10.5032,2.6258,13.129,0.3731,35.1879,0.5272,0.1065
699,45.2567,0.426,52.75,24.35,59.42,12.5334,2.2265,14.7599,0.3348,44.0848,0.5757,0.0981
700,39.2471,0.5854,32.78,71.25,51.92,10.8091,2.8974,13.7065,0.4578,29.9422,0.42,0.1035
701,36.0244,0.5804,85.48,51.59,63.65,9.8889,2.9864,12.8754,0.4589,28.0547,0.4186,0.1063
702,20.6875,0.4913,30.74,23.17,62.95,5.847,2.3875,8.2345,0.3816,21.5782,0.5161,0.2001
703,43.2581,0.6405,31.58,71.52,80.26,11.3576,3.2816,14.6392,0.5082,28.8034,0.3558,0.0931
704,37.9162,0.6302,47.94,8.87,64.48,9.9662,3.0783,13.0445,0.497,26.244,0.3702,0.0985
705,39.9757,0.4805,12.28,26.49,24.73,11.2535,2.4184,13.672,0.372,36.7502,0.5284,0.1087
706,40.6987,0.4408,74.31,51.09,37.12,11.274,2.2642,13.5382,0.3427,39.5095,0.5659,0.0985
707,36.2595,0.5147,49.69,66.74,87.28,10.2449,2.6719,12.9168,0.4064,31.7819,0.4851,0.1107
708,29.368,0.5328,41.95,35.64,61.76,8.1568,2.7327,10.8894,0.4166,26.1368,0.472,0.1395
709,28.5566,0.5253,25.5,39.42,31.57,8.0459,2.5604,10.6063,0.4074,26.0371,0.4836,0.1544
710,17.8255,0.6083,35.53,28.27,22.45,4.8871,3.0356,7.9227,0.4787,16.5517,0.3937,0.2227
711,31.6899,0.4038,25.69,29.38,55.5,8.5505,2.1183,10.6689,0.3099,34.4299,0.6074,0.017
712,27.8701,0.3721,69.34,46.58,32.67,7.2992,1.7536,9.0528,0.2822,32.0844,0.6424,0.017
713,22.4231,0.659,48.09,15.19,41.16,5.8023,3.2523,9.0546,0.5216,17.3584,0.3388,0.1727
714,21.3567,0.5327,19.11,49.42,31.55,5.9698,2.6141,8.5839,0.4221,20.3355,0.4652,0.2129
715,39.8841,0.5921,80.66,88.33,39.59,10.9925,2.9918,13.9843,0.4604,30.3756,0.4167,0.1005
716,22.5499,0.4383,38.52,62.69,54.36,6.1725,2.2731,8.4455,0.347,24.3408,0.5602,0.0181
717,44.7203,0.4252,13.04,84.68,7.47,12.3068,2.0879,14.3947,0.3254,44.2342,0.5876,0.0977
718,18.9992,0.4596,64.14,11.22,3.39,5.2953,2.1843,7.4797,0.3595,20.8042,0.5442,0.0212
719,17.005,0.4072,1.64,74.9,44.62,4.4731,1.9538,6.4269,0.2911,22.0757,0.6309,0.0167
720,33.8546,0.4023,64.6,10.39,62.07,9.1422,2.0066,11.1488,0.3147,35.4276,0.6013,0.0214
721,24.9637,0.3878,71.56,78.52,86.22,6.7072,1.9468,8.654,0.2986,28.9813,0.6217,0.0177
722,39.5396,0.4027,3.57,25.96,27.94,10.8481,1.9075,12.7557,0.3225,39.5466,0.5913,0.1052
723,29.298,0.3012,89.38,81.03,85.01,7.0502,1.5423,8.5925,0.2249,38.2136,0.7149,0.0155
724,37.9631,0.5628,28.54,61.19,29.1,10.5348,2.8274,13.3622,0.4481,29.8218,0.4322,0.1087
725,34.8788,0.4249,68.17,28.56,35.63,9.6535,2.1289,11.7824,0.3327,35.4197,0.5784,0.1241
726,31.5046,0.3992,37.0,6.01,73.46,8.4569,1.9519,10.4088,0.302,34.4636,0.6173,0.0229
727,26.8822,0.6151,30.92,72.61,27.86,7.3007,3.0339,10.3347,0.4825,21.4176,0.3885,0.1444
728,17.9538,0.3519,83.08,44.78,49.01,4.6569,1.923,6.5799,0.2677,24.5832,0.6608,0.0173
729,17.8647,0.629,23.13,67.53,40.12,4.7531,3.06,7.8131,0.4872,16.0376,0.383,0.2468
730,27.2403,0.5312,86.35,55.42,89.67,7.5828,2.6671,10.2498,0.4203,24.3864,0.4674,0.1514
731,42.8236,0.5733,71.71,7.85,25.66,11.735,2.9535,14.6885,0.4469,32.8671,0.4339,0.0925
732,23.6353,0.5001,83.87,74.29,1.28,6.6413,2.6964,9.3376,0.3788,24.6517,0.52,0.1837
733,25.8792,0.5259,75.52,47.83,24.66,7.2871,2.4898,9.7769,0.4129,23.6789,0.477,0.157
734,28.0662,0.4862,60.99,34.45,10.57,7.8618,2.327,10.1888,0.3726,27.3478,0.5278,0.1473
735,24.6875,0.4862,1.82,26.0,73.74,6.8879,2.3164,9.2043,0.3866,23.8078,0.5097,0.1706
736,19.5507,0.6155,50.3,70.95,2.07,5.322,2.9471,8.2691,0.4796,17.2412,0.3923,0.2124
737,33.6958,0.6431,45.97,75.81,81.84,8.8707,3.1675,12.0383,0.5027,23.9467,0.363,0.1177
738,25.7584,0.6025,37.91,70.62,88.8,6.8925,2.9838,9.8762,0.4814,20.5135,0.3901,0.1477
739,21.3643,0.6548,58.42,30.88,41.98,5.5649,3.2115,8.7764,0.5139,17.0792,0.3489,0.1709
740,16.3469,0.6672,79.13,14.96,80.72,4.1384,3.038,7.1764,0.5204,13.789,0.3405,0.2054
741,21.7274,0.5418,70.58,40.18,6.19,6.1051,2.6738,8.7789,0.4239,20.7104,0.4628,0.1992
742,37.0398,0.3679,58.1,30.22,21.98,9.8359,1.8442,11.6802,0.2883,40.5192,0.6346,0.0161
743,26.3365,0.4383,59.94,35.44,29.9,7.2239,2.0406,9.2644,0.3381,27.4034,0.5716,0.1526
744,39.3219,0.6528,69.97,53.92,13.22,10.1916,3.2976,13.4893,0.5169,26.0949,0.3451,0.1041
745,43.5703,0.5283,35.84,61.96,40.9,12.2854,2.7369,15.0223,0.4124,36.4242,0.4773,0.0925
746,20.3855,0.6723,50.76,24.89,84.05,5.274,3.3106,8.5846,0.5229,16.4188,0.3374,0.1742
747,30.6701,0.5987,79.66,34.02,76.58,8.3295,3.009,11.3385,0.4707,24.0865,0.4037,0.1368
748,28.951,0.4632,34.18,49.69,29.78,8.1565,2.2961,10.4526,0.3586,29.1462,0.5455,0.1546
749,34.2578,0.3486,58.65,45.9,79.66,8.9712,1.7486,10.7198,0.2727,39.314,0.6545,0.0143
750,25.2459,0.5943,67.55,31.12,1.68,6.7899,2.9868,9.7766,0.4721,20.7095,0.4016,0.1555
751,30.6143,0.3017,38.59,63.82,6.19,7.2609,1.5822,8.8431,0.2181,40.5429,0.7235,0.0168
752,24.6877,0.4908,6.14,22.45,2.31,6.8874,2.3977,9.2851,0.3867,24.0133,0.5098,0.2
753,36.1768,0.5862,16.83,51.51,44.01,9.9225,3.0495,12.9721,0.465,27.8968,0.4109,0.1147
754,18.5147,0.4363,78.21,39.97,80.17,5.0682,2.2799,7.348,0.3427,21.4436,0.5659,0.021
755,31.9033,0.5202,81.55,59.41,34.53,8.9246,2.5829,11.5075,0.4066,28.3009,0.4848,0.1204
756,39.5847,0.5347,70.68,65.17,83.5,11.103,2.7377,13.8407,0.4164,33.2428,0.4724,0.1053
757,20.288,0.6955,9.73,89.75,68.04,5.0582,3.4743,8.5324,0.53,16.0989,0.3284,0.193
758,21.9277,0.5868,46.85,6.85,5.82,5.9465,2.8371,8.7836,0.467,18.8068,0.4084,0.2151
759,34.1848,0.5149,18.0,1.02,32.11,9.6103,2.487,12.0973,0.403,30.0171,0.4893,0.1256
760,40.6687,0.4849,85.19,49.08,28.0,11.3307,2.5107,13.8414,0.3775,36.668,0.5216,0.0973
761,35.4542,0.4838,35.82,76.57,61.69,9.9785,2.4992,12.4777,0.3774,33.0644,0.5218,0.1223
762,32.9491,0.5737,55.35,26.42,12.79,9.101,2.8969,11.998,0.4504,26.6363,0.4294,0.1262
763,30.2933,0.6304,42.54,56.97,55.98,8.1226,3.1784,11.3009,0.4935,22.8978,0.3746,0.131
764,26.1766,0.3342,25.58,7.35,25.5,6.3916,1.5484,7.94,0.2359,33.6559,0.7009,0.0219
765,31.9477,0.6479,86.54,5.33,76.16,8.2587,3.1641,11.4228,0.515,22.1796,0.3477,0.1292
766,35.3986,0.407,77.72,20.59,49.61,9.68,2.1456,11.8256,0.3184,37.1425,0.5967,0.0176
767,18.34,0.6126,61.08,50.25,51.57,5.018,3.0104,8.0284,0.4734,16.9591,0.4003,0.2077
768,17.8696,0.3966,22.63,51.73,86.71,4.7094,1.8265,6.5358,0.2944,22.1974,0.6267,0.0193
769,31.0613,0.3496,87.11,26.08,24.45,7.9705,1.8728,9.8433,0.2672,36.8428,0.6612,0.0163
770,37.5304,0.55,40.55,31.61,10.83,10.5523,2.8341,13.3864,0.4355,30.7396,0.4481,0.1194
771,29.7474,0.5228,5.63,59.93,58.7,8.3058,2.5903,10.8961,0.4017,27.1246,0.4911,0.1386
772,22.689,0.4111,88.09,78.09,41.03,6.1951,2.1277,8.3228,0.3198,26.0229,0.5948,0.0182
773,17.6357,0.3881,4.6,31.11,26.79,4.8334,2.0684,6.9018,0.3014,22.8958,0.618,0.0197
774,28.1629,0.6142,44.58,49.38,5.17,7.7124,2.9921,10.7045,0.4748,22.5458,0.3982,0.1457
775,40.8169,0.5582,24.41,52.7,54.66,11.3479,2.8042,14.1521,0.4404,32.1368,0.4419,0.0941
776,35.1417,0.3736,49.82,50.06,30.18,9.3493,2.0352,11.3844,0.2887,39.4392,0.6343,0.0148
777,36.6147,0.4315,17.01,37.93,23.89,10.1383,2.2032,12.3415,0.3294,37.4686,0.5826,0.113
778,33.7052,0.3193,33.89,61.78,56.71,8.36,1.641,10.0009,0.2451,40.7994,0.6894,0.0148
779,22.8579,0.4604,6.87,42.31,51.89,6.3916,2.3473,8.7389,0.3731,23.4241,0.5272,0.1789
780,17.598,0.5276,74.68,40.45,85.5,4.8722,2.6751,7.5473,0.4184,18.0364,0.4697,0.2163
781,23.1297,0.3628,23.2,62.43,12.04,5.7927,1.781,7.5737,0.2576,29.4029,0.6736,0.0205
782,28.7943,0.5961,60.15,4.31,65.91,7.8844,3.0435,10.9279,0.4781,22.8587,0.3943,0.1423
783,46.8241,0.5113,81.08,71.58,9.8,13.1759,2.6313,15.8072,0.4017,39.3484,0.4911,0.0874
784,27.8707,0.3371,49.32,67.53,27.87,7.0942,1.7773,8.8716,0.2548,34.8179,0.677,0.0161
785,24.4802,0.3001,52.93,33.3,47.89,5.999,1.4618,7.4608,0.2366,31.5342,0.7001,0.0167
786,24.2748,0.4145,62.07,50.38,66.55,6.5929,2.042,8.635,0.3277,26.3465,0.5848,0.0168
787,41.2681,0.582,32.41,84.0,34.21,11.3228,2.9477,14.2705,0.4571,31.2219,0.4209,0.0961
788,35.6131,0.69,51.73,83.05,35.42,8.8217,3.4165,12.2383,0.5443,22.4858,0.3104,0.1205
789,41.0736,0.4432,56.5,27.48,18.66,11.5564,2.2951,13.8514,0.3455,40.0861,0.562,0.1086
790,18.1637,0.5676,69.65,71.14,1.56,4.9221,3.0308,7.9528,0.4354,18.2667,0.4484,0.2274
791,20.3136,0.4967,73.38,88.74,23.62,5.7036,2.4331,8.1367,0.3914,20.7877,0.5041,0.194
792,17.6683,0.3411,2.75,86.66,76.73,4.3439,1.6801,6.024,0.2513,23.9726,0.6809,0.0222
793,33.6757,0.662,18.34,4.52,44.57,8.5195,3.2691,11.7885,0.5347,22.0458,0.3223,0.125
794,45.1786,0.3599,26.38,34.91,22.62,11.8334,1.9002,13.7336,0.2758,49.7889,0.6504,0.0153
795,30.4467,0.6734,23.89,58.68,30.99,7.549,3.442,10.991,0.542,20.2772,0.3134,0.1387
796,42.4529,0.3417,28.09,68.66,35.74,10.8461,1.8791,12.7252,0.2585,49.225,0.6725,0.0151
797,18.0509,0.3403,77.97,77.82,7.9,4.3699,1.7838,6.1537,0.2453,25.0841,0.6889,0.0179
798,24.0709,0.513,31.54,18.5,2.59,6.6984,2.7635,9.4619,0.4033,23.4602,0.4888,0.1757
799,27.8677,0.3196,69.44,35.75,60.32,7.1136,1.5738,8.6874,0.2568,33.8242,0.6745,0.0155
800,46.8671,0.3589,16.1,12.45,54.8,12.0413,1.9083,13.9495,0.2688,51.8989,0.6594,0.0171
801,19.6019,0.5704,65.9,2.84,50.52,5.4427,2.7266,8.1692,0.4565,17.8946,0.4214,0.2145
802,30.325,0.6454,32.86,48.38,46.51,7.9138,3.2234,11.1373,0.5093,21.867,0.3548,0.1391
803,22.4326,0.3609,19.66,81.01,1.86,5.6198,1.631,7.2507,0.2534,28.6174,0.6788,0.0168
804,26.0924,0.35,75.72,3.31,18.05,6.5639,1.7244,8.2883,0.2521,32.8732,0.6804,0.0165
805,33.8926,0.5783,23.76,61.04,30.71,9.3489,2.8944,12.2433,0.4581,26.7246,0.4196,0.1145
806,21.4442,0.303,2.44,2.71,87.15,5.1308,1.6268,6.7576,0.236,28.636,0.7008,0.0261
807,26.2483,0.3879,45.11,28.29,3.91,7.0483,1.6659,8.7142,0.2935,29.6908,0.6281,0.0169
808,22.6479,0.4887,53.3,33.73,47.54,6.3328,2.4061,8.7389,0.3814,22.9099,0.5165,0.1649
809,36.9195,0.345,33.71,70.62,55.13,9.5401,1.8128,11.3529,0.2651,42.8319,0.6641,0.0147
810,20.1972,0.3094,19.42,68.57,52.13,4.9656,1.6095,6.5751,0.2456,26.7671,0.6887,0.0184
811,20.1055,0.4554,47.67,57.87,81.2,5.4943,2.2866,7.7809,0.3431,22.6763,0.5652,0.2092
812,39.3702,0.6982,28.8,72.37,57.31,9.6131,3.4601,13.0732,0.5542,23.5876,0.2978,0.1026
813,32.9002,0.301,79.25,75.87,50.05,7.9405,1.5543,9.4949,0.2335,40.6547,0.7041,0.0156
814,42.5929,0.5898,76.9,51.31,61.04,11.6825,3.0698,14.7523,0.4609,32.0045,0.4162,0.0964
815,22.5429,0.5404,59.41,74.88,70.04,6.3571,2.6466,9.0037,0.425,21.1857,0.4617,0.1999
816,38.9895,0.3671,44.87,53.72,63.61,10.3997,1.7777,12.1774,0.2869,42.4412,0.6363,0.0151
817,22.6739,0.5333,58.06,56.05,63.42,6.3481,2.4983,8.8464,0.4124,21.4507,0.4776,0.1649
818,38.3532,0.3538,68.6,34.77,74.86,10.1135,1.8582,11.9717,0.2809,42.6159,0.6439,0.0145
819,37.9754,0.3682,58.62,11.66,8.86,9.8516,1.7685,11.6201,0.276,42.1087,0.6503,0.0171
820,27.345,0.6351,73.58,2.04,55.95,7.0673,3.2792,10.3465,0.5144,20.1154,0.3483,0.1337
821,29.7706,0.4717,58.88,1.6,54.89,8.3431,2.452,10.7951,0.3697,29.2006,0.5315,0.1464
822,46.5417,0.553,54.0,76.44,75.27,13.0183,2.7638,15.7821,0.4351,36.2718,0.4486,0.0886
823,42.7852,0.6419,37.83,84.75,53.62,11.1231,3.3079,14.4311,0.5115,28.2152,0.352,0.0946
824,30.9012,0.6824,32.08,40.66,23.92,7.7839,3.417,11.201,0.5419,20.6686,0.3134,0.121
825,24.7865,0.5882,10.23,1.87,54.83,6.6747,3.0248,9.6995,0.4658,20.8218,0.4099,0.1546
826,38.3873,0.5317,62.44,50.18,58.34,10.7848,2.6874,13.4721,0.4165,32.3426,0.4722,0.1032
827,34.8626,0.5691,33.31,37.52,38.82,9.7054,2.8966,12.6019,0.4449,28.3256,0.4365,0.1195
828,19.9569,0.6074,12.64,25.98,32.45,5.3253,3.0683,8.3936,0.4828,17.3869,0.3882,0.2131
829,21.8054,0.662,42.19,48.33,62.34,5.6026,3.3051,8.9078,0.5186,17.1761,0.343,0.1835
830,19.0545,0.3932,56.43,11.9,12.33,4.9748,1.7459,6.7207,0.2953,22.7581,0.6255,0.0182
831,44.5695,0.4774,60.4,59.04,76.05,12.5941,2.4156,15.0097,0.3753,39.9961,0.5244,0.0883
832,32.2907,0.3594,69.78,27.74,81.63,8.4415,1.8441,10.2857,0.2789,36.8754,0.6466,0.0176
833,35.8823,0.5115,60.04,80.07,46.19,10.0354,2.6373,12.6727,0.3999,31.6932,0.4933,0.1138
834,19.4464,0.3948,17.04,53.39,40.7,5.3018,2.0388,7.3406,0.3055,24.0278,0.6129,0.0176
835,28.6893,0.4169,31.48,25.0,54.55,nan,nan,nan,nan,nan,nan,nan
836,44.0059,0.3753,50.01,68.26,43.88,11.8338,2.0205,13.8542,0.2919,47.4542,0.6301,0.0148
837,40.4342,0.5846,12.72,10.71,12.62,11.1233,2.9754,14.0986,0.4635,30.4186,0.4127,0.1118
838,17.7107,0.5306,12.15,33.81,14.94,5.0381,2.7889,7.827,0.3999,19.5699,0.4933,0.2406
839,29.7569,0.4884,11.26,42.51,89.76,8.367,2.509,10.876,0.3813,28.5205,0.5167,0.1387
840,22.0285,0.6239,34.28,63.58,73.0,5.8521,3.1896,9.0418,0.4945,18.2842,0.3733,0.1726
841,38.5101,0.4913,87.42,83.49,74.37,10.8737,2.5283,13.402,0.3824,35.0484,0.5156,0.1055
842,35.7045,0.5213,86.64,55.47,30.51,10.0133,2.7301,12.7434,0.4084,31.2035,0.4827,0.1093
843,40.893,0.5251,75.93,24.34,47.67,11.4776,2.6998,14.1773,0.409,34.6617,0.4817,0.0999
844,17.9913,0.3923,53.39,13.25,36.65,4.6555,1.9374,6.5929,0.2926,22.531,0.629,0.02
845,38.9423,0.5506,4.99,30.54,53.66,10.942,2.6504,13.5923,0.4261,31.8992,0.4598,0.1174
846,22.4903,0.6174,57.18,84.36,57.08,6.0197,3.0042,9.0238,0.4884,18.4766,0.3812,0.179
847,38.9324,0.4669,34.27,33.39,64.16,10.8923,2.3229,13.2151,0.3661,36.0961,0.536,0.1103
848,16.0548,0.3924,44.26,21.29,16.28,4.2362,1.8172,6.0534,0.2883,20.997,0.6344,0.017
849,20.2167,0.4446,44.2,32.21,27.35,5.4936,2.1929,7.6865,0.3393,22.6516,0.57,0.0174
850,19.1462,0.6591,81.01,80.04,24.31,5.0315,3.2586,8.29,0.5164,16.0545,0.3457,0.1982
851,44.7982,0.384,23.4,8.47,54.54,11.8902,1.9595,13.8497,0.2999,46.18,0.62,0.0162
852,42.0634,0.4369,68.04,69.79,69.49,11.7655,2.3474,14.1129,0.3405,41.4422,0.5684,0.0971
853,42.7606,0.6178,8.06,46.86,18.67,11.5239,3.2544,14.7783,0.4911,30.0897,0.3779,0.0992
854,35.8367,0.5642,73.14,81.01,7.75,9.9206,2.93,12.8506,0.4403,29.1876,0.4422,0.1061
855,32.469,0.6719,35.36,19.95,54.94,8.1397,3.4606,11.6003,0.5314,21.8304,0.3269,0.119
856,44.5574,0.3498,34.32,44.45,88.37,11.5856,1.9107,13.4963,0.2688,50.2053,0.6593,0.0159
857,36.0872,0.4943,26.85,3.77,29.01,10.1907,2.5642,12.7549,0.3848,33.1473,0.5124,0.1221
858,41.5975,0.492,51.32,86.08,44.28,11.7007,2.6131,14.3137,0.3832,37.3484,0.5145,0.1074
859,28.3366,0.613,40.32,9.12,85.4,7.594,3.0205,10.6145,0.4812,22.0594,0.3903,0.1476
860,36.8672,0.3313,77.19,46.45,69.69,9.5209,1.7196,11.2405,0.2603,43.1801,0.6701,0.0148
861,45.4309,0.3483,23.71,40.93,25.35,11.764,1.8531,13.6171,0.2682,50.775,0.6602,0.0145
862,40.966,0.6557,23.72,74.26,68.08,10.5662,3.2894,13.8557,0.5216,26.5652,0.3391,0.1009
863,23.6506,0.4362,4.26,4.98,14.79,6.3868,2.1915,8.5783,0.3437,24.9592,0.5643,0.2036
864,18.5739,0.3135,16.64,14.66,7.97,4.3604,1.5159,5.8763,0.2424,24.2436,0.6922,0.0235
865,43.6557,0.4619,79.3,45.09,84.38,12.253,2.4643,14.7173,0.3653,40.2929,0.5371,0.0905
866,28.901,0.3558,63.65,32.42,7.42,7.4635,1.7875,9.251,0.2655,34.8432,0.6636,0.0153
867,23.449,0.5382,35.65,52.79,85.15,6.5306,2.8205,9.3511,0.4291,21.7949,0.4565,0.175
868,35.4316,0.6373,1.3,81.91,88.86,9.4029,3.2538,12.6567,0.4943,25.6054,0.3734,0.1141
869,38.1613,0.4994,46.61,65.19,78.73,10.7283,2.5321,13.2604,0.3886,34.1275,0.5077,0.1078
870,40.2666,0.3354,42.91,65.59,9.47,10.109,1.7114,11.8204,0.2488,47.5072,0.6847,0.0153
871,22.4381,0.5801,71.58,8.08,27.34,6.2117,2.8193,9.031,0.4553,19.8356,0.423,0.1708
872,19.1117,0.5904,87.44,44.08,38.51,5.1759,2.8763,8.0522,0.46,17.5061,0.4169,0.1961
873,34.0964,0.5633,34.6,50.82,5.5,9.4819,2.8064,12.2883,0.4394,27.9661,0.4433,0.1218
874,39.7853,0.546,39.75,24.27,77.88,11.1132,2.627,13.7402,0.4272,32.1647,0.459,0.094
875,19.1913,0.482,17.53,76.76,45.1,5.3278,2.423,7.7508,0.3739,20.7286,0.5261,0.2177
876,32.7675,0.5545,22.81,79.4,65.54,9.0835,2.7463,11.8298,0.4352,27.1794,0.4485,0.1282
877,30.2258,0.4698,61.9,46.19,42.69,8.5156,2.3894,10.905,0.3655,29.8375,0.537,0.1393
878,42.3371,0.4947,67.42,73.56,9.72,11.932,2.6725,14.6045,0.3872,37.7211,0.5094,0.0977
879,26.7848,0.522,9.61,35.97,88.75,7.5483,2.4204,9.9687,0.4061,24.5478,0.4852,0.1553
880,25.6719,0.5058,49.33,80.65,66.61,7.2036,2.4553,9.6589,0.3935,24.5488,0.5013,0.1754
881,31.9642,0.6622,49.88,83.56,48.18,8.2601,3.2703,11.5304,0.5201,22.1714,0.341,0.1354
882,46.1097,0.5635,24.95,44.08,24.03,12.858,2.8852,15.7432,0.4429,35.544,0.4388,0.0887
883,33.1854,0.571,65.74,84.25,89.08,9.1895,2.7922,11.9817,0.4477,26.7638,0.4326,0.1233
884,29.6294,0.6828,71.19,36.84,40.91,7.4432,3.3222,10.7653,0.5316,20.2518,0.3266,0.1235
885,28.1208,0.3494,5.27,85.65,5.66,7.2272,1.6098,8.837,0.2729,32.3873,0.654,0.0194
886,35.1843,0.4583,50.6,46.77,76.57,9.8132,2.3452,12.1584,0.3585,33.9118,0.5455,0.124
887,39.6829,0.6609,68.35,22.29,38.94,10.2543,3.3098,13.564,0.5196,26.1054,0.3418,0.0939
888,19.9057,0.3122,69.34,77.4,45.83,4.7251,1.4972,6.2223,0.2376,26.1888,0.6989,0.0165
889,46.845,0.45,19.5,26.99,84.63,13.077,2.4214,15.4985,0.3495,44.3452,0.5571,0.0931
890,23.1091,0.4224,60.16,60.77,72.48,6.4179,2.0779,8.4958,0.3261,26.0526,0.5868,0.0177
891,30.0684,0.4541,81.63,55.01,5.71,8.3653,2.4705,10.8358,0.3487,31.0791,0.5582,0.1353
892,24.2898,0.5691,62.24,36.37,35.05,6.669,2.7665,9.4354,0.4508,20.9321,0.4288,0.1635
893,31.8255,0.689,2.07,87.12,12.66,8.1812,3.4717,11.6529,0.527,22.1132,0.3325,0.121
894,39.9806,0.6054,24.96,46.95,43.7,10.9002,3.0023,13.9025,0.4779,29.0934,0.3945,0.0985
895,16.2234,0.5183,45.56,62.65,5.13,4.6037,2.4474,7.0512,0.3806,18.528,0.5176,0.2287
896,23.7205,0.4295,24.53,53.33,60.55,6.5774,2.2081,8.7855,0.3408,25.7798,0.568,0.0166
897,29.7506,0.4463,86.04,56.71,37.3,8.1848,2.3105,10.4953,0.3487,30.1025,0.5583,0.1329
898,40.8565,0.5024,89.5,32.88,71.69,11.3787,2.5243,13.903,0.3917,35.4975,0.5038,0.0953
899,45.1176,0.3932,42.31,53.89,64.33,12.1838,2.0736,14.2575,0.3038,46.9263,0.615,0.0145
900,27.5856,0.3288,5.53,1.91,6.83,6.7519,1.1834,7.9353,0.2493,31.834,0.6834,0.024
901,19.3857,0.6097,76.85,39.63,20.19,5.268,3.1432,8.4111,0.4949,16.9965,0.3728,0.2234
902,33.1065,0.6244,42.03,34.95,34.72,8.9293,3.1243,12.0537,0.4862,24.7926,0.384,0.1135
903,18.5155,0.3982,5.1,49.22,6.17,4.9625,2.245,7.2075,0.307,23.4805,0.6111,0.0245
904,46.5847,0.3074,64.97,53.83,68.41,11.5521,1.597,13.149,0.2375,55.3624,0.6991,0.0152
905,46.7396,0.3337,48.13,18.03,64.82,11.869,1.7998,13.6688,0.2574,53.1136,0.674,0.0157
906,44.1109,0.6922,18.9,15.75,50.01,10.6271,3.5072,14.1343,0.5562,25.4103,0.2952,0.0933
907,17.9501,0.4462,46.49,62.57,36.91,4.8431,2.0752,6.9183,0.3282,21.0805,0.584,0.023
908,16.46,0.4721,24.84,73.85,10.56,4.5547,2.2139,6.7686,0.3377,20.0418,0.5717,0.2366
909,28.6184,0.3301,78.29,66.04,58.26,7.2275,1.7373,8.9648,0.2583,34.7127,0.6728,0.016
910,42.7648,0.5082,73.92,4.26,81.51,12.0138,2.7164,14.7303,0.3978,37.0275,0.4958,0.0926
911,25.8894,0.6107,5.74,29.82,82.08,7.0067,2.7703,9.777,0.4702,20.795,0.404,0.1628
912,43.6486,0.6787,17.92,39.26,16.68,10.897,3.492,14.389,0.5472,26.2958,0.3066,0.0958
913,45.7369,0.45,22.01,79.08,44.08,12.6904,2.3491,15.0395,0.3473,43.3034,0.5599,0.0948
914,36.1772,0.5141,87.87,55.19,72.85,10.1936,2.678,12.8716,0.4018,32.0347,0.4907,0.1136
915,30.406,0.3937,9.01,87.58,56.92,8.1989,2.0331,10.232,0.3071,33.3143,0.6107,0.0207
916,17.8724,0.4193,9.96,11.74,21.85,4.7697,2.1847,6.9544,0.3208,21.6757,0.5935,0.02
